device,timestamp,Feature_Value_0,Feature_Value_1,Feature_Value_2,Feature_Value_3,Feature_Value_4,Feature_Value_5
88:4A:EA:69:43:8A,2017-03-15 07:05:47.060000000,166.24,209.78,194.3,160.34,100.55,69.75
88:4A:EA:69:E1:72,2017-03-15 07:05:47.100000000,8694.18,12.36,9.25,18.12,52.19,27.0
88:4A:EA:69:42:9B,2017-03-15 07:05:47.280000000,94.26,94.31,94.16,94.28,94.29,50.92
88:4A:EA:69:43:8A,2017-03-15 07:05:47.590000128,97.74,97.75,97.79,97.84,97.59,47.4
88:4A:EA:69:42:9B,2017-03-15 07:05:47.809999872,94.41,94.06,94.29,94.71,94.59,54.67
88:4A:EA:69:43:8A,2017-03-15 07:05:48.110000128,99.32,97.68,97.71,97.55,104.34,44.93
88:4A:EA:69:E1:72,2017-03-15 07:05:48.140000000,1414.13,9.01,4.7,2.7,52.19,211.0
88:4A:EA:69:42:9B,2017-03-15 07:05:48.329999872,94.27,94.29,94.37,94.16,94.29,49.74
88:4A:EA:69:43:8A,2017-03-15 07:05:48.640000000,228.56,117.9,195.0,334.34,267.01,72.5
88:4A:EA:69:42:9B,2017-03-15 07:05:48.849999872,94.23,94.2,94.22,94.39,94.12,47.89
88:4A:EA:69:43:8A,2017-03-15 07:05:49.160000000,124.47,161.41,126.84,107.92,101.73,57.35
88:4A:EA:69:E1:72,2017-03-15 07:05:49.200000000,1461.79,9.44,4.9,2.36,52.19,210.0
88:4A:EA:69:42:9B,2017-03-15 07:05:49.529999872,94.23,94.28,94.16,94.29,94.19,48.4
88:4A:EA:69:43:8A,2017-03-15 07:05:49.680000000,97.96,98.37,97.91,97.79,97.77,45.72
88:4A:EA:69:E1:72,2017-03-15 07:05:49.720000000,8849.06,29.46,18.63,27.96,52.19,30.0
88:4A:EA:69:42:9B,2017-03-15 07:05:50.049999872,94.63,94.24,94.35,94.36,95.57,55.34
88:4A:EA:69:E1:72,2017-03-15 07:05:50.129999872,1373.26,9.63,5.89,4.41,52.19,31.0
88:4A:EA:69:43:8A,2017-03-15 07:05:50.209999872,97.94,97.65,97.57,97.68,98.86,43.93
88:4A:EA:69:42:9B,2017-03-15 07:05:50.569999872,94.28,94.36,94.34,94.34,94.1,56.6
88:4A:EA:69:E1:72,2017-03-15 07:05:50.670000128,1282.36,8.53,4.73,2.09,52.19,211.0
88:4A:EA:69:43:8A,2017-03-15 07:05:50.729999872,192.47,116.53,130.98,299.0,223.39,72.15
88:4A:EA:69:42:9B,2017-03-15 07:05:51.100000000,94.29,94.21,94.27,94.31,94.37,50.37
88:4A:EA:69:E1:72,2017-03-15 07:05:51.180000000,20846.3,16.78,78.44,25.79,52.19,26.0
88:4A:EA:69:43:8A,2017-03-15 07:05:51.249999872,122.7,160.55,122.0,106.88,101.36,58.76
88:4A:EA:69:42:9B,2017-03-15 07:05:51.620000000,96.77,94.21,94.28,97.8,100.8,52.95
88:4A:EA:69:43:8A,2017-03-15 07:05:51.780000000,98.37,98.94,98.36,98.12,98.07,42.29
88:4A:EA:69:42:9B,2017-03-15 07:05:52.140000000,99.15,95.22,108.77,97.73,94.9,55.61
88:4A:EA:69:43:8A,2017-03-15 07:05:52.300000000,97.79,97.9,97.7,97.75,97.79,44.33
88:4A:EA:69:E1:72,2017-03-15 07:05:52.350000128,945.87,8.3,4.42,1.67,52.19,117.0
88:4A:EA:69:42:9B,2017-03-15 07:05:52.660000000,95.12,96.2,95.12,94.8,94.35,55.98
88:4A:EA:69:43:8A,2017-03-15 07:05:52.830000128,112.29,97.62,97.91,112.56,141.06,54.13
88:4A:EA:69:E1:72,2017-03-15 07:05:52.880000000,2782.81,8.94,6.24,4.74,52.19,209.0
88:4A:EA:69:42:9B,2017-03-15 07:05:53.190000128,94.27,94.4,94.2,94.24,94.25,48.58
88:4A:EA:69:E1:72,2017-03-15 07:05:53.270000128,8304.79,28.98,26.72,42.81,52.19,28.0
88:4A:EA:69:43:8A,2017-03-15 07:05:53.350000128,148.09,181.02,147.75,163.76,99.84,70.46
88:4A:EA:69:42:9B,2017-03-15 07:05:53.710000128,94.21,94.15,94.17,94.33,94.19,47.72
88:4A:EA:69:E1:72,2017-03-15 07:05:53.820000000,1274.18,12.09,5.62,3.97,52.19,208.0
88:4A:EA:69:43:8A,2017-03-15 07:05:53.870000128,97.66,97.68,97.42,97.88,97.65,49.28
88:4A:EA:69:42:9B,2017-03-15 07:05:54.230000128,94.48,94.07,94.57,94.4,94.86,55.2
88:4A:EA:69:E1:72,2017-03-15 07:05:54.310000128,1275.52,8.96,4.74,2.0,52.19,210.0
88:4A:EA:69:43:8A,2017-03-15 07:05:54.400000000,98.84,97.46,97.72,97.81,102.38,46.79
88:4A:EA:69:42:9B,2017-03-15 07:05:54.750000128,94.3,94.08,94.32,94.49,94.33,50.27
88:4A:EA:69:43:8A,2017-03-15 07:05:54.920000000,199.36,118.77,177.84,294.23,206.6,71.33
88:4A:EA:69:42:9B,2017-03-15 07:05:55.280000000,95.55,94.17,94.1,94.52,99.41,49.61
88:4A:EA:69:43:8A,2017-03-15 07:05:55.440000000,103.62,117.31,101.02,98.08,98.06,54.5
88:4A:EA:69:E1:72,2017-03-15 07:05:55.489999872,10043.83,13.63,9.51,21.37,52.19,28.0
88:4A:EA:69:42:9B,2017-03-15 07:05:55.800000000,99.8,101.02,94.84,103.42,99.92,56.27
88:4A:EA:69:43:8A,2017-03-15 07:05:55.969999872,97.68,97.78,97.58,97.68,97.67,40.54
88:4A:EA:69:42:9B,2017-03-15 07:05:56.320000000,95.93,96.86,95.51,95.95,95.39,57.12
88:4A:EA:69:43:8A,2017-03-15 07:05:56.489999872,164.55,97.66,112.62,126.73,321.2,63.61
88:4A:EA:69:E1:72,2017-03-15 07:05:56.510000128,1127.42,8.63,4.68,2.3,52.19,208.0
88:4A:EA:69:42:9B,2017-03-15 07:05:56.840000000,94.36,94.42,94.44,94.39,94.2,50.3
88:4A:EA:69:43:8A,2017-03-15 07:05:57.009999872,235.57,338.4,278.4,193.66,131.81,68.0
88:4A:EA:69:42:9B,2017-03-15 07:05:57.369999872,94.38,94.42,94.52,94.27,94.3,49.19
88:4A:EA:69:43:8A,2017-03-15 07:05:57.540000000,104.13,114.5,104.17,99.65,98.22,51.07
88:4A:EA:69:E1:72,2017-03-15 07:05:57.550000128,2426.24,8.95,6.25,3.93,52.19,211.0
88:4A:EA:69:42:9B,2017-03-15 07:05:57.889999872,94.25,94.38,94.2,94.25,94.17,49.12
88:4A:EA:69:43:8A,2017-03-15 07:05:58.060000000,97.75,97.69,97.68,97.7,97.92,42.52
88:4A:EA:69:E1:72,2017-03-15 07:05:58.080000000,3555.45,42.06,22.19,35.81,52.19,29.0
88:4A:EA:69:42:9B,2017-03-15 07:05:58.409999872,94.42,94.26,94.31,94.46,94.65,54.14
88:4A:EA:69:E1:72,2017-03-15 07:05:58.500000000,948.04,9.47,5.27,5.23,52.19,30.0
88:4A:EA:69:43:8A,2017-03-15 07:05:58.580000000,99.88,97.71,97.67,97.66,106.48,49.08
88:4A:EA:69:42:9B,2017-03-15 07:05:58.940000000,94.25,94.24,94.27,94.27,94.22,51.56
88:4A:EA:69:E1:72,2017-03-15 07:05:59.049999872,1197.69,8.99,4.57,2.0,52.2,208.0
88:4A:EA:69:43:8A,2017-03-15 07:05:59.110000128,175.14,122.72,220.39,146.85,210.59,71.16
88:4A:EA:69:42:9B,2017-03-15 07:05:59.460000000,94.33,94.41,94.24,94.3,94.36,49.98
88:4A:EA:69:E1:72,2017-03-15 07:05:59.590000128,8660.16,12.21,44.33,16.94,52.2,30.0
88:4A:EA:69:43:8A,2017-03-15 07:05:59.630000128,99.7,103.05,99.75,98.06,97.94,51.22
88:4A:EA:69:42:9B,2017-03-15 07:05:59.980000000,94.28,94.39,94.18,94.21,94.34,50.07
